suite,run_id,status,workload_id,phase_id,config_id,arch_id,m,n,k,num_quantmac,num_rescalemac,energy_pj,energy_total_pj,energy_pj_per_output,latency_cycles,area_m2,bottleneck_component,workload_file,arch_file,mapping_file,breakdown_file,hardware_model,error,duration_s,cosine_similarity,sqnr_db,m_eval,n_eval,k_eval,input_source,effective_bits_per_weight,compression_vs_fp16
proposal,proposal__llm__prefill__c0__baseline,ok,LLM,prefill,C0,baseline,128,11008,4096,1,1,5476142284.8,5476142284.8,3886.479069767442,360710144.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c0__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c0__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c0__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c0__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,156.203,0.0,0.0,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.0,4.0
proposal,proposal__llm__prefill__c1__baseline,ok,LLM,prefill,C1,baseline,128,11008,4096,1,1,7414320005.12,7414320005.12,5262.025348837209,377651200.0,3.8925712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c1__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c1__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c1__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c1__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,897.624,0.9842831098792628,15.001680165730741,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.25,3.764705882352941
proposal,proposal__llm__prefill__c2__baseline,ok,LLM,prefill,C2,baseline,128,11008,4096,1,1,10246752829.439999,10246752829.439999,7272.23441860465,394592256.0,3.8925712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c2__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c2__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c2__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c2__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,864.868,0.9814212658029565,14.26108106133784,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.5,3.5555555555555554
proposal,proposal__llm__prefill__c3__baseline,ok,LLM,prefill,C3,baseline,128,11008,4096,1,1,11066543308.8,11066543308.8,7854.048837209301,394593280.0,3.8959712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c3__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c3__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c3__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c3__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,857.337,0.9849141887215997,15.234071713960297,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,5.0,3.2
proposal,proposal__llm__prefill__c4__baseline,ok,LLM,prefill,C4,baseline,128,11008,4096,1,1,13141517926.4,13141517926.4,9326.681395348836,394594304.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c4__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c4__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c4__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c4__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,866.705,0.9847686011550033,15.19379143078222,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,6.0,2.6666666666666665
proposal,proposal__llm__prefill__c5__baseline,ok,LLM,prefill,C5,baseline,128,11008,4096,1,1,14075126082.44,14075126082.44,9989.273484653208,439901185.0,3.8942712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c5__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c5__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c5__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c5__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,1582.422,0.975139824557531,12.964241369157305,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.500000354855559,3.5555552751758768
proposal,proposal__llm__prefill__c6__baseline,ok,LLM,prefill,C6,baseline,128,11008,4096,1,1,14789075921.8,14789075921.8,10495.97162418809,439989249.0,3.8959712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c6__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c6__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c6__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c6__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,1527.698,0.9849458231757463,15.239730720773426,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,5.000000354855559,3.199999772892458
proposal,proposal__llm__prefill__c7__baseline,ok,LLM,prefill,C7,baseline,128,11008,4096,1,1,17714605578.0,17714605578.0,12572.252550701762,439901185.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c7__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c7__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c7__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c7__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,1612.713,0.9848294218558385,15.210555560960868,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.500000709711119,3.5555549947962413
proposal,proposal__llm__prefill__c8__baseline,ok,LLM,prefill,C8,baseline,128,11008,4096,1,1,7459441868.8,7459441868.8,5294.048837209302,377684992.0,3.8959712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c8__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c8__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c8__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c8__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,891.987,0.9849742019541275,15.251549851341963,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,5.0,3.2
proposal,proposal__llm__prefill__c9__baseline,ok,LLM,prefill,C9,baseline,128,11008,4096,1,1,8636293442.44,8636293442.44,6129.273484653208,400404481.0,3.8942712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c9__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c9__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c9__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__llm__prefill__c9__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,1679.511,0.9750882977014805,12.958807172152172,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/llm_ffn_layer.npz,4.500000354855559,3.5555552751758768
proposal,proposal__vla__decode__c0__baseline,ok,VLA,decode,C0,baseline,1,256,4096,1,1,1519155.2,1519155.2,5934.2,16384.0,3.9067712000000004e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c0__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c0__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c0__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c0__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,99.36,0.0,0.0,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.0,4.0
proposal,proposal__vla__decode__c1__baseline,ok,VLA,decode,C1,baseline,1,256,4096,1,1,1925153.28,1925153.28,7520.13,19712.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c1__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c1__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c1__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c1__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,286.699,0.9578970609940045,10.424353818287585,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.25,3.764705882352941
proposal,proposal__vla__decode__c2__baseline,ok,VLA,decode,C2,baseline,1,256,4096,1,1,2463119.3600000003,2463119.3600000003,9621.560000000001,23040.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c2__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c2__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c2__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c2__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,273.903,0.9389937553085116,9.187722635532683,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5,3.5555555555555554
proposal,proposal__vla__decode__c3__baseline,ok,VLA,decode,C3,baseline,1,256,4096,1,1,2675379.2,2675379.2,10450.7,23060.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c3__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c3__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c3__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c3__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,268.162,0.9950218342525547,19.7615277427322,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0,3.2
proposal,proposal__vla__decode__c4__baseline,ok,VLA,decode,C4,baseline,1,256,4096,1,1,3196953.6,3196953.6,12488.1,25096.0,3.9067712000000004e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c4__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c4__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c4__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c4__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,241.449,0.9950179877018738,19.75551456855583,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,6.0,2.6666666666666665
proposal,proposal__vla__decode__c5__baseline,ok,VLA,decode,C5,baseline,1,256,4096,1,1,3193241.3600000003,3193241.3600000003,12473.599062500001,88601.0,3.8942712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c5__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c5__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c5__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c5__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,394.917,0.9676012948690755,11.727616507527419,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5000152587890625,3.555543499269276
proposal,proposal__vla__decode__c6__baseline,ok,VLA,decode,C6,baseline,1,256,4096,1,1,3404221.2,3404221.2,13297.7390625,88601.0,3.8959712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c6__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c6__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c6__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c6__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,358.914,0.9952908700734892,19.927841622811485,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0000152587890625,3.1999902344048023
proposal,proposal__vla__decode__c7__baseline,ok,VLA,decode,C7,baseline,1,256,4096,1,1,3854484.0000000005,3854484.0000000005,15056.578125000002,154137.0,3.9067712000000004e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c7__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c7__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c7__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c7__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,386.876,0.9952510266743958,19.957074927126143,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.500030517578125,3.555531443064758
