suite,run_id,status,workload_id,phase_id,config_id,arch_id,m,n,k,num_quantmac,num_rescalemac,energy_pj,energy_total_pj,energy_pj_per_output,latency_cycles,area_m2,bottleneck_component,workload_file,arch_file,mapping_file,breakdown_file,hardware_model,error,duration_s,cosine_similarity,sqnr_db,m_eval,n_eval,k_eval,input_source,effective_bits_per_weight,compression_vs_fp16
proposal,proposal__vla__decode__c8__baseline,ok,VLA,decode,C8,baseline,1,256,4096,1,1,2020019.2,2020019.2,7890.7,21000.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c8__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c8__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c8__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c8__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,281.574,0.9949904432318183,19.74923385134682,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0,3.2
proposal,proposal__vla__decode__c9__baseline,ok,VLA,decode,C9,baseline,1,256,4096,1,1,2205081.3600000003,2205081.3600000003,8613.599062500001,85521.0,3.8942712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c9__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c9__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c9__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__decode__c9__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,405.734,0.967737097381142,11.746913688544538,1,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5000152587890625,3.555543499269276
proposal,proposal__vla__prefill__c0__baseline,ok,VLA,prefill,C0,baseline,128,256,4096,1,1,194451865.6,194451865.6,5934.2,2097152.0,3.9067712000000004e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c0__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c0__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c0__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c0__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,80.987,0.0,0.0,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.0,4.0
proposal,proposal__vla__prefill__c1__baseline,ok,VLA,prefill,C1,baseline,128,256,4096,1,1,243470499.84,243470499.84,7430.13,2523648.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c1__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c1__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c1__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c1__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,463.141,0.9710757132006643,12.30022282879128,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.25,3.764705882352941
proposal,proposal__vla__prefill__c2__baseline,ok,VLA,prefill,C2,baseline,128,256,4096,1,1,288409518.08,288409518.08,8801.56,2949120.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c2__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c2__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c2__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c2__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,447.446,0.9730520691304114,12.404595053965991,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5,3.5555555555555554
proposal,proposal__vla__prefill__c3__baseline,ok,VLA,prefill,C3,baseline,128,256,4096,1,1,307550617.6,307550617.6,9385.7,2949120.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c3__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c3__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c3__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c3__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,425.567,0.9931895892319119,18.317416068348333,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0,3.2
proposal,proposal__vla__prefill__c4__baseline,ok,VLA,prefill,C4,baseline,128,256,4096,1,1,355962060.8,355962060.8,10863.1,2949120.0,3.9067712000000004e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c4__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c4__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c4__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c4__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,437.082,0.9931564886939792,18.28447735292597,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,6.0,2.6666666666666665
proposal,proposal__vla__prefill__c5__baseline,ok,VLA,prefill,C5,baseline,128,256,4096,1,1,331697331.08,331697331.08,10122.59921508789,10294273.0,3.8942712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c5__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c5__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c5__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c5__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,628.729,0.9894640223092358,16.232512465346044,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5000152587890625,3.555543499269276
proposal,proposal__vla__prefill__c6__baseline,ok,VLA,prefill,C6,baseline,128,256,4096,1,1,348380830.6,348380830.6,10631.739215087891,10296321.0,3.8959712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c6__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c6__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c6__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c6__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,610.741,0.9933909638408365,18.42954560659217,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0000152587890625,3.1999902344048023
proposal,proposal__vla__prefill__c7__baseline,ok,VLA,prefill,C7,baseline,128,256,4096,1,1,416336394.0,416336394.0,12705.578430175781,10294273.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c7__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c7__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c7__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c7__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,648.574,0.9932260928946883,18.350605591096183,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.500030517578125,3.555531443064758
proposal,proposal__vla__prefill__c8__baseline,ok,VLA,prefill,C8,baseline,128,256,4096,1,1,223664537.6,223664537.6,6825.7,2555904.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c8__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c8__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c8__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c8__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,468.378,0.9932392635939715,18.33536087219435,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,5.0,3.2
proposal,proposal__vla__prefill__c9__baseline,ok,VLA,prefill,C9,baseline,128,256,4096,1,1,205212851.07999998,205212851.07999998,6262.59921508789,9375745.0,3.8942712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c9__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c9__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c9__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vla__prefill__c9__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,650.572,0.9895269430344077,16.251392615216957,4,16,4096,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vla_action_head.npz,4.5000152587890625,3.555543499269276
proposal,proposal__vlm__decode__c0__baseline,ok,VLM,decode,C0,baseline,1,3072,3072,1,1,10426828.8,10426828.8,3394.15,589824.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c0__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c0__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c0__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c0__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,77.641,0.0,0.0,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.0,4.0
proposal,proposal__vlm__decode__c1__baseline,ok,VLM,decode,C1,baseline,1,3072,3072,1,1,17071835.52,17071835.52,5557.238125,175296.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c1__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c1__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c1__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c1__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,392.195,0.9873978898275869,16.009903923189242,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.25,3.764705882352941
proposal,proposal__vlm__decode__c2__baseline,ok,VLM,decode,C2,baseline,1,3072,3072,1,1,21903210.24,21903210.24,7129.951249999999,203136.0,3.8925712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c2__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c2__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c2__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c2__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,388.209,0.9871937200106838,15.87455692592561,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.5,3.5555555555555554
proposal,proposal__vlm__decode__c3__baseline,ok,VLM,decode,C3,baseline,1,3072,3072,1,1,23796748.8,23796748.8,7746.337500000001,203424.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c3__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c3__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c3__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c3__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,384.412,0.9942370803235984,19.23346184191803,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,5.0,3.2
proposal,proposal__vlm__decode__c4__baseline,ok,VLM,decode,C4,baseline,1,3072,3072,1,1,28495718.400000002,28495718.400000002,9275.95,221664.0,3.9067712000000004e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c4__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c4__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c4__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c4__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,328.908,0.9943150944364267,19.31380552763248,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,6.0,2.6666666666666665
proposal,proposal__vlm__decode__c5__baseline,ok,VLM,decode,C5,baseline,1,3072,3072,1,1,28478951.24,28478951.24,9270.491940104166,793249.0,3.8942712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c5__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c5__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c5__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c5__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,563.92,0.9868547107213814,15.74522279076791,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.500001695421007,3.5555542159641536
proposal,proposal__vlm__decode__c6__baseline,ok,VLM,decode,C6,baseline,1,3072,3072,1,1,30372489.8,30372489.8,9886.878190104168,793249.0,3.8959712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c6__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c6__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c6__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c6__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,584.569,0.9944465813128053,19.421147774351454,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,5.000001695421007,3.1999989149309234
proposal,proposal__vlm__decode__c7__baseline,ok,VLM,decode,C7,baseline,1,3072,3072,1,1,34432243.6,34432243.6,11208.412630208333,1383073.0,3.9067712000000004e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c7__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c7__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c7__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c7__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,582.413,0.9943780910427665,19.32095219063359,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.500003390842014,3.5555528763737607
proposal,proposal__vlm__decode__c8__baseline,ok,VLM,decode,C8,baseline,1,3072,3072,1,1,17913868.8,17913868.8,5831.337500000001,184800.0,3.8959712e-07,FP4MAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c8__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c8__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c8__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c8__baseline/breakdown.json,inference_prequantized,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,394.55,0.994258610860113,19.26446315655585,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,5.0,3.2
proposal,proposal__vlm__decode__c9__baseline,ok,VLM,decode,C9,baseline,1,3072,3072,1,1,19585511.240000002,19585511.240000002,6375.491940104167,765505.0,3.8942712e-07,RescaleFineMAC,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c9__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c9__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c9__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__decode__c9__baseline/breakdown.json,compact_two_level_inference,total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,634.38,0.9868875554380131,15.75427211265823,1,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.500001695421007,3.5555542159641536
proposal,proposal__vlm__prefill__c0__baseline,ok,VLM,prefill,C0,baseline,128,3072,3072,1,1,1145890406.4,1145890406.4,2914.15,75497472.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c0__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c0__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c0__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c0__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,445.535,0.0,0.0,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.0,4.0
proposal,proposal__vlm__prefill__c1__baseline,ok,VLM,prefill,C1,baseline,128,3072,3072,1,1,1553984962.56,1553984962.56,3951.988125,79060992.0,3.8925712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c1__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c1__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c1__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c1__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,979.383,0.9836317607820461,14.556055438656767,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.25,3.764705882352941
proposal,proposal__vlm__prefill__c2__baseline,ok,VLM,prefill,C2,baseline,128,3072,3072,1,1,2146841886.7200003,2146841886.7200003,5459.701250000001,82624512.0,3.8925712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c2__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c2__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c2__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c2__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,937.434,0.9797020111338858,13.585314782219562,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.5,3.5555555555555554
proposal,proposal__vlm__prefill__c3__baseline,ok,VLM,prefill,C3,baseline,128,3072,3072,1,1,2318435942.4,2318435942.4,5896.087500000001,82624512.0,3.8959712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c3__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c3__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c3__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c3__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,928.927,0.9943309197648662,19.383310012507035,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,5.0,3.2
proposal,proposal__vlm__prefill__c4__baseline,ok,VLM,prefill,C4,baseline,128,3072,3072,1,1,2753033011.2000003,2753033011.2000003,7001.325000000001,82626048.0,3.9067712000000004e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c4__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c4__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c4__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c4__baseline/breakdown.json,inference_prequantized,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,933.054,0.994367304594034,19.409021988970505,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,6.0,2.6666666666666665
proposal,proposal__vlm__prefill__c5__baseline,ok,VLM,prefill,C5,baseline,128,3072,3072,1,1,3065274659.7200003,3065274659.7200003,7795.396575215658,87380353.0,3.8942712e-07,RF,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c5__baseline/workload.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c5__baseline/arch.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c5__baseline/mapping.yaml,/home/workspace/workspace/lab_4/project4_m1/generated/proposal/proposal__vlm__prefill__c5__baseline/breakdown.json,compact_two_level_inference,mapping serialization failed: Error calling function `_serialize_model`: AttributeError: 'InvertibleSet' object has no attribute '_bits_per_value' | total_area unavailable: Area of DRAM is not set. Please call the Spec's `calculate_component_area_energy_latency_leak` method before accessing this property.,1765.007,0.9863695013016536,15.661962578198443,4,16,3072,/home/workspace/workspace/lab_4/project4_m1/accuracy_inputs/vlm_vision_gemm.npz,4.500001695421007,3.5555542159641536
